analysis_id,timestamp,resume_strength,total_skills_found,avg_match_score,top_match_score,top_match_job,high_matches,medium_matches,low_matches,categories_covered,recommendations_count
analysis_20260826_113945_65bb9b62,2026-08-26 11:39:45,48.3,29,3.9,7.6,Machine Learning Engineer,0,0,0,7,2
