analysis_id,timestamp,resume_strength,total_skills_found,avg_match_score,top_match_score,top_match_job,high_matches,medium_matches,low_matches,categories_covered,recommendations_count
analysis_20260826_112749_9d1c7dda,2026-08-26 11:27:49,50.9,50,6.7,14.2,Full Stack Developer,0,0,0,7,2
